Molecule,Molecule Formula,Replicate Name,Normalization Method,Average Measured Retention Time,Total Area Fragment,Normalized Area
PHENYLETHANOLAMINE,C8H11NO,Sample100,Ratio to 13C,8.7,1938717,6.49E+00
PHENYLETHANOLAMINE,C8H11NO,Sample101,Ratio to 13C,8.7,1071460,3.59E+00
PHENYLETHANOLAMINE,C8H11NO,Sample102,Ratio to 13C,8.7,1980027,7.13E+00
PHENYLETHANOLAMINE,C8H11NO,Sample103,Ratio to 13C,8.7,2265587,7.31E+00
PHENYLETHANOLAMINE,C8H11NO,Sample104,Ratio to 13C,8.7,1669411,5.60E+00
PHENYLETHANOLAMINE,C8H11NO,Sample105,Ratio to 13C,8.7,2456210,8.38E+00
PHENYLETHANOLAMINE,C8H11NO,Sample106,Ratio to 13C,8.7,1276450,9.14E+00
PHENYLETHANOLAMINE,C8H11NO,Sample107,Ratio to 13C,8.7,2706470,7.68E+00
PHENYLETHANOLAMINE,C8H11NO,Sample108,Ratio to 13C,8.7,1668722,4.28E+00
PHENYLETHANOLAMINE,C8H11NO,Sample109,Ratio to 13C,8.7,2548914,8.96E+00
PHENYLETHANOLAMINE,C8H11NO,Sample110,Ratio to 13C,8.7,1559705,4.83E+00
PHENYLETHANOLAMINE,C8H11NO,Sample111,Ratio to 13C,8.7,1850715,5.85E+00
PHENYLETHANOLAMINE,C8H11NO,Sample112,Ratio to 13C,8.7,1324793,5.21E+00
PHENYLETHANOLAMINE,C8H11NO,Sample113,Ratio to 13C,8.7,1908597,5.42E+00
PHENYLETHANOLAMINE,C8H11NO,Sample114,Ratio to 13C,8.7,3430028,1.13E+01
PHENYLETHANOLAMINE,C8H11NO,Sample115,Ratio to 13C,8.7,3360786,1.03E+01
PHENYLETHANOLAMINE,C8H11NO,Sample116,Ratio to 13C,8.7,2104673,7.26E+00
PHENYLETHANOLAMINE,C8H11NO,Sample117,Ratio to 13C,8.7,2005528,5.79E+00
PHENYLETHANOLAMINE,C8H11NO,Sample118,Ratio to 13C,8.7,2069869,5.29E+00
PHENYLETHANOLAMINE,C8H11NO,Sample119,Ratio to 13C,8.7,1902237,5.52E+00
PHENYLETHANOLAMINE,C8H11NO,Sample120,Ratio to 13C,8.7,1628664,4.78E+00
PHENYLETHANOLAMINE,C8H11NO,Sample121,Ratio to 13C,8.7,2135521,6.18E+00
PHENYLETHANOLAMINE,C8H11NO,Sample122,Ratio to 13C,8.7,1746456,4.29E+00
PHENYLETHANOLAMINE,C8H11NO,Sample123,Ratio to 13C,8.7,1440991,3.99E+00
PHENYLETHANOLAMINE,C8H11NO,Sample124,Ratio to 13C,8.7,1457328,3.70E+00
PHENYLETHANOLAMINE,C8H11NO,Sample125,Ratio to 13C,8.7,2322331,6.92E+00
PHENYLETHANOLAMINE,C8H11NO,Sample126,Ratio to 13C,8.7,1942399,5.78E+00
PHENYLETHANOLAMINE,C8H11NO,Sample127,Ratio to 13C,8.7,1932649,5.51E+00
PHENYLETHANOLAMINE,C8H11NO,Sample128,Ratio to 13C,8.7,1772758,4.90E+00
PHENYLETHANOLAMINE,C8H11NO,Sample129,Ratio to 13C,8.7,1828208,5.03E+00
PHENYLETHANOLAMINE,C8H11NO,Sample130,Ratio to 13C,8.7,1873001,5.41E+00
PHENYLETHANOLAMINE,C8H11NO,Sample131,Ratio to 13C,8.7,2631607,6.65E+00
PHENYLETHANOLAMINE,C8H11NO,Sample132,Ratio to 13C,8.7,1229758,3.96E+00
PHENYLETHANOLAMINE,C8H11NO,Sample133,Ratio to 13C,8.7,1730792,4.78E+00
PHENYLETHANOLAMINE,C8H11NO,Sample134,Ratio to 13C,8.7,3099559,9.23E+00
PHENYLETHANOLAMINE,C8H11NO,Sample135,Ratio to 13C,8.7,2082468,5.86E+00
PHENYLETHANOLAMINE,C8H11NO,Sample136,Ratio to 13C,8.7,2041294,5.97E+00
PHENYLETHANOLAMINE,C8H11NO,Sample137,Ratio to 13C,8.7,1056537,3.08E+00
PHENYLETHANOLAMINE,C8H11NO,Sample138,Ratio to 13C,8.7,1685858,4.82E+00
PHENYLETHANOLAMINE,C8H11NO,Sample139,Ratio to 13C,8.7,2301494,6.54E+00
PHENYLETHANOLAMINE,C8H11NO,Sample140,Ratio to 13C,8.7,1443448,5.11E+00
PHENYLETHANOLAMINE,C8H11NO,Sample141,Ratio to 13C,8.7,1882845,5.04E+00
PHENYLETHANOLAMINE,C8H11NO,Sample142,Ratio to 13C,8.7,1927204,4.74E+00
PHENYLETHANOLAMINE,C8H11NO,Sample143,Ratio to 13C,8.7,2967563,8.50E+00
PHENYLETHANOLAMINE,C8H11NO,Sample144,Ratio to 13C,8.7,1511846,4.33E+00
PHENYLETHANOLAMINE,C8H11NO,Sample145,Ratio to 13C,8.7,1910045,5.29E+00
PHENYLETHANOLAMINE,C8H11NO,Sample146,Ratio to 13C,8.7,1929580,7.23E+00
PHENYLETHANOLAMINE,C8H11NO,Sample147,Ratio to 13C,8.7,1316017,3.51E+00
PHENYLETHANOLAMINE,C8H11NO,Sample148,Ratio to 13C,8.7,2314261,6.81E+00
PHENYLETHANOLAMINE,C8H11NO,Sample149,Ratio to 13C,8.7,1588092,4.08E+00
PHENYLETHANOLAMINE,C8H11NO,Sample150,Ratio to 13C,8.7,2276549,6.20E+00
PHENYLETHANOLAMINE,C8H11NO,Sample151,Ratio to 13C,8.7,2601733,7.55E+00
PHENYLETHANOLAMINE,C8H11NO,Sample152,Ratio to 13C,8.7,2237387,6.08E+00
PHENYLETHANOLAMINE,C8H11NO,Sample153,Ratio to 13C,8.7,1487351,4.26E+00
PHENYLETHANOLAMINE,C8H11NO,Sample154,Ratio to 13C,8.7,1366149,3.59E+00
PHENYLETHANOLAMINE,C8H11NO,Sample155,Ratio to 13C,8.7,1896725,5.22E+00
PHENYLETHANOLAMINE,C8H11NO,Sample156,Ratio to 13C,8.7,2214693,6.07E+00
PHENYLETHANOLAMINE,C8H11NO,Sample157,Ratio to 13C,8.7,1964709,5.31E+00
PHENYLETHANOLAMINE,C8H11NO,Sample158,Ratio to 13C,8.7,874389,2.22E+00
PHENYLETHANOLAMINE,C8H11NO,Sample159,Ratio to 13C,8.7,1306068,3.88E+00
PHENYLETHANOLAMINE,C8H11NO,Sample160,Ratio to 13C,8.7,4189303,1.30E+01
PHENYLETHANOLAMINE,C8H11NO,Sample161,Ratio to 13C,8.7,3108356,9.04E+00
PHENYLETHANOLAMINE,C8H11NO,Sample162,Ratio to 13C,8.7,1869676,5.46E+00
PHENYLETHANOLAMINE,C8H11NO,Sample163,Ratio to 13C,8.7,2821573,7.54E+00
PHENYLETHANOLAMINE,C8H11NO,Sample164,Ratio to 13C,8.7,1885548,4.90E+00
PHENYLETHANOLAMINE,C8H11NO,Sample165,Ratio to 13C,8.7,1925527,5.01E+00
PHENYLETHANOLAMINE,C8H11NO,Sample166,Ratio to 13C,8.7,3092333,8.69E+00
PHENYLETHANOLAMINE,C8H11NO,Sample167,Ratio to 13C,8.7,2262641,6.38E+00
PHENYLETHANOLAMINE,C8H11NO,Sample168,Ratio to 13C,8.7,3496879,9.98E+00
PHENYLETHANOLAMINE,C8H11NO,Sample169,Ratio to 13C,8.7,2828865,8.29E+00
PHENYLETHANOLAMINE,C8H11NO,Sample170,Ratio to 13C,8.7,1552176,4.23E+00
PHENYLETHANOLAMINE,C8H11NO,Sample171,Ratio to 13C,8.7,1861432,4.88E+00
PHENYLETHANOLAMINE,C8H11NO,Sample172,Ratio to 13C,8.7,4286185,1.16E+01
PHENYLETHANOLAMINE,C8H11NO,Sample173,Ratio to 13C,8.7,1840813,5.12E+00
PHENYLETHANOLAMINE,C8H11NO,Sample174,Ratio to 13C,8.7,1198358,3.01E+00
PHENYLETHANOLAMINE,C8H11NO,Sample175,Ratio to 13C,8.7,2447901,6.88E+00
PHENYLETHANOLAMINE,C8H11NO,Sample176,Ratio to 13C,8.7,1205266,3.57E+00
PHENYLETHANOLAMINE,C8H11NO,Sample177,Ratio to 13C,8.7,2248797,7.11E+00
PHENYLETHANOLAMINE,C8H11NO,Sample178,Ratio to 13C,8.7,1708619,4.05E+00
PHENYLETHANOLAMINE,C8H11NO,Sample179,Ratio to 13C,8.7,2108027,6.26E+00
PHENYLETHANOLAMINE,C8H11NO,Sample180,Ratio to 13C,8.7,2594899,7.39E+00
PHENYLETHANOLAMINE,C8H11NO,Sample181,Ratio to 13C,8.7,1794,4.03E-01
PHENYLETHANOLAMINE,C8H11NO,Sample182,Ratio to 13C,8.7,569599,4.47E+00
PHENYLETHANOLAMINE,C8H11NO,db,Ratio to 13C,8.7,901,2.15E-01
PHENYLETHANOLAMINE,C8H11NO,iroa_end,Ratio to 13C,8.7,629946,1.79E+00
PHENYLETHANOLAMINE,C8H11NO,iroa_start,Ratio to 13C,8.7,809846,1.99E+00
PHENYLETHANOLAMINE,C8H11NO,pb,Ratio to 13C,8.7,5455,1.55E-02
PHENYLETHANOLAMINE,C8H11NO,pool_115-133,Ratio to 13C,8.7,1958374,5.63E+00
PHENYLETHANOLAMINE,C8H11NO,pool_1-19,Ratio to 13C,8.7,1669258,5.54E+00
PHENYLETHANOLAMINE,C8H11NO,pool_134-152,Ratio to 13C,8.7,1959338,6.06E+00
PHENYLETHANOLAMINE,C8H11NO,pool_153-171,Ratio to 13C,8.7,2044703,6.34E+00
PHENYLETHANOLAMINE,C8H11NO,pool_172-182,Ratio to 13C,8.7,2123485,6.15E+00
PHENYLETHANOLAMINE,C8H11NO,pool_20-38,Ratio to 13C,8.7,1833551,5.97E+00
PHENYLETHANOLAMINE,C8H11NO,pool_39-57,Ratio to 13C,8.7,1881227,5.43E+00
PHENYLETHANOLAMINE,C8H11NO,pool_58-76,Ratio to 13C,8.7,1855574,5.84E+00
PHENYLETHANOLAMINE,C8H11NO,pool_77-95,Ratio to 13C,8.7,2109344,5.78E+00
PHENYLETHANOLAMINE,C8H11NO,pool_96-114,Ratio to 13C,8.7,1470701,5.52E+00
PHENYLETHANOLAMINE,C8H11NO,pool_final,Ratio to 13C,8.7,1158599,5.84E+00
PHOSPHORYLCHOLINE,C5H14NO4P,Sample1,Ratio to 13C,2.17,60819000,4.16E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample2,Ratio to 13C,2.17,66388664,3.98E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample3,Ratio to 13C,2.17,67313616,3.57E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample4,Ratio to 13C,2.17,63994204,3.77E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample5,Ratio to 13C,2.17,100732176,5.66E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample6,Ratio to 13C,2.17,68545312,3.45E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample7,Ratio to 13C,2.17,58650544,3.56E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample8,Ratio to 13C,2.17,73142536,4.20E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample9,Ratio to 13C,2.17,76976368,4.31E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample10,Ratio to 13C,2.17,87937152,4.85E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample11,Ratio to 13C,2.17,76608376,4.12E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample12,Ratio to 13C,2.17,92650480,4.66E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample13,Ratio to 13C,2.17,74924808,4.14E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample14,Ratio to 13C,2.17,59617896,3.01E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample15,Ratio to 13C,2.17,52622304,2.81E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample16,Ratio to 13C,2.17,57947328,3.13E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample17,Ratio to 13C,2.17,115205424,6.12E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample18,Ratio to 13C,2.17,58642424,2.92E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample19,Ratio to 13C,2.17,69154288,4.07E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample20,Ratio to 13C,2.17,58163312,3.31E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample21,Ratio to 13C,2.17,49877576,2.82E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample22,Ratio to 13C,2.17,53905944,2.71E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample23,Ratio to 13C,2.17,51325480,2.94E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample24,Ratio to 13C,2.17,64458912,3.69E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample25,Ratio to 13C,2.17,71748480,4.32E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample26,Ratio to 13C,2.17,76654720,4.40E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample27,Ratio to 13C,2.17,84992800,4.61E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample28,Ratio to 13C,2.17,75507120,4.26E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample29,Ratio to 13C,2.17,83124720,4.80E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample30,Ratio to 13C,2.17,54395292,2.84E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample31,Ratio to 13C,2.17,48639108,2.38E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample32,Ratio to 13C,2.17,90793856,5.39E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample33,Ratio to 13C,2.17,59317456,2.89E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample34,Ratio to 13C,2.17,80216768,4.85E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample35,Ratio to 13C,2.17,101704928,5.76E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample36,Ratio to 13C,2.17,97055016,5.54E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample37,Ratio to 13C,2.17,53685040,2.82E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample38,Ratio to 13C,2.17,56488468,3.14E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample39,Ratio to 13C,2.17,54038472,2.79E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample40,Ratio to 13C,2.17,85617760,4.70E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample41,Ratio to 13C,2.17,80602856,5.08E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample42,Ratio to 13C,2.17,88368576,5.08E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample43,Ratio to 13C,2.17,29521782,1.68E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample44,Ratio to 13C,2.17,75600544,4.73E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample45,Ratio to 13C,2.17,62961712,3.60E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample46,Ratio to 13C,2.17,97240000,5.21E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample47,Ratio to 13C,2.17,84516848,4.84E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample48,Ratio to 13C,2.17,63186224,3.96E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample49,Ratio to 13C,2.17,74075208,4.51E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample50,Ratio to 13C,2.17,43535088,1.78E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample51,Ratio to 13C,2.17,56769952,3.06E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample52,Ratio to 13C,2.17,75327144,4.30E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample53,Ratio to 13C,2.17,78116208,4.53E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample54,Ratio to 13C,2.17,68415296,3.96E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample55,Ratio to 13C,2.17,70696096,4.24E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample56,Ratio to 13C,2.17,64768616,3.50E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample57,Ratio to 13C,2.17,68956208,4.60E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample58,Ratio to 13C,2.17,77084352,4.42E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample59,Ratio to 13C,2.17,79422384,4.51E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample60,Ratio to 13C,2.17,62019680,4.02E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample61,Ratio to 13C,2.17,36188280,2.06E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample62,Ratio to 13C,2.17,69098952,3.91E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample63,Ratio to 13C,2.17,86467320,5.00E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample64,Ratio to 13C,2.17,90328752,5.24E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample65,Ratio to 13C,2.17,56239616,3.14E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample66,Ratio to 13C,2.17,74654800,3.77E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample67,Ratio to 13C,2.17,79739488,4.63E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample68,Ratio to 13C,2.17,59569500,3.65E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample69,Ratio to 13C,2.17,62445872,3.64E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample70,Ratio to 13C,2.17,53511184,3.33E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample71,Ratio to 13C,2.17,75854144,3.89E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample72,Ratio to 13C,2.17,65449544,3.16E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample73,Ratio to 13C,2.17,74546608,3.91E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample74,Ratio to 13C,2.17,83554448,4.90E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample75,Ratio to 13C,2.17,71348512,3.70E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample76,Ratio to 13C,2.17,128857768,7.87E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample77,Ratio to 13C,2.17,85264768,4.62E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample78,Ratio to 13C,2.17,62165356,3.61E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample79,Ratio to 13C,2.17,69969648,3.77E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample80,Ratio to 13C,2.17,80136528,4.33E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample81,Ratio to 13C,2.17,67192160,3.60E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample82,Ratio to 13C,2.17,74938776,3.95E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample83,Ratio to 13C,2.17,72131160,4.71E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample84,Ratio to 13C,2.17,62293848,3.80E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample85,Ratio to 13C,2.17,93766344,5.72E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample86,Ratio to 13C,2.17,55564056,3.44E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample87,Ratio to 13C,2.17,64074148,3.83E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample88,Ratio to 13C,2.17,61212952,3.46E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample89,Ratio to 13C,2.17,54789884,3.07E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample90,Ratio to 13C,2.17,59688616,3.36E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample91,Ratio to 13C,2.17,67900080,3.66E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample92,Ratio to 13C,2.17,64416360,3.58E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample93,Ratio to 13C,2.17,111970144,7.60E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample94,Ratio to 13C,2.17,75647608,4.51E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample95,Ratio to 13C,2.17,42281440,2.50E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample96,Ratio to 13C,2.17,49888672,3.15E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample97,Ratio to 13C,2.17,83710920,5.32E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample98,Ratio to 13C,2.17,72485656,4.35E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample99,Ratio to 13C,2.17,72753824,4.84E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample100,Ratio to 13C,2.17,101794528,6.73E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample101,Ratio to 13C,2.17,68926784,4.30E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample102,Ratio to 13C,2.17,62385000,4.33E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample103,Ratio to 13C,2.17,75081264,4.45E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample104,Ratio to 13C,2.17,87777328,6.17E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample105,Ratio to 13C,2.17,86983360,6.25E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample106,Ratio to 13C,2.17,50000304,4.39E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample107,Ratio to 13C,2.17,64643152,3.27E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample108,Ratio to 13C,2.17,91085264,5.33E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample109,Ratio to 13C,2.17,100426112,6.63E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample110,Ratio to 13C,2.17,52809808,2.58E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample111,Ratio to 13C,2.17,59305296,3.05E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample112,Ratio to 13C,2.17,48041040,3.10E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample113,Ratio to 13C,2.17,85930592,4.39E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample114,Ratio to 13C,2.17,64963336,3.36E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample115,Ratio to 13C,2.17,80337864,4.26E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample116,Ratio to 13C,2.17,67703448,4.23E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample117,Ratio to 13C,2.17,75587424,4.94E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample118,Ratio to 13C,2.17,80365264,4.47E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample119,Ratio to 13C,2.17,64765304,4.13E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample120,Ratio to 13C,2.17,55188328,2.94E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample121,Ratio to 13C,2.17,71558816,3.94E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample122,Ratio to 13C,2.17,64315756,4.14E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample123,Ratio to 13C,2.17,60955040,2.99E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample124,Ratio to 13C,2.17,76377000,3.78E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample125,Ratio to 13C,2.17,54854776,3.11E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample126,Ratio to 13C,2.17,63876368,3.51E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample127,Ratio to 13C,2.17,42501748,2.43E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample128,Ratio to 13C,2.17,57589920,2.90E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample129,Ratio to 13C,2.17,59686200,3.11E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample130,Ratio to 13C,2.17,69266688,3.70E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample131,Ratio to 13C,2.17,122969552,6.18E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample132,Ratio to 13C,2.17,66601880,3.53E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample133,Ratio to 13C,2.17,62519808,3.94E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample134,Ratio to 13C,2.17,107389384,6.32E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample135,Ratio to 13C,2.17,59436584,3.00E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample136,Ratio to 13C,2.17,56050576,3.57E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample137,Ratio to 13C,2.17,63451132,3.48E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample138,Ratio to 13C,2.17,82405352,4.74E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample139,Ratio to 13C,2.17,52204696,2.58E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample140,Ratio to 13C,2.17,73616288,4.07E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample141,Ratio to 13C,2.17,72733360,4.29E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample142,Ratio to 13C,2.17,59111984,3.01E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample143,Ratio to 13C,2.17,74310568,4.15E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample144,Ratio to 13C,2.17,39729656,2.03E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample145,Ratio to 13C,2.17,55426252,3.04E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample146,Ratio to 13C,2.17,67445472,3.95E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample147,Ratio to 13C,2.17,72989552,4.52E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample148,Ratio to 13C,2.17,61276336,3.28E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample149,Ratio to 13C,2.17,71850560,3.68E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample150,Ratio to 13C,2.17,54173252,2.74E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample151,Ratio to 13C,2.17,84784168,4.87E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample152,Ratio to 13C,2.17,47984968,2.62E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample153,Ratio to 13C,2.17,54074608,3.19E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample154,Ratio to 13C,2.17,92751088,4.92E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample155,Ratio to 13C,2.17,84425000,4.34E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample156,Ratio to 13C,2.17,72851040,3.59E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample157,Ratio to 13C,2.17,83664160,4.53E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample158,Ratio to 13C,2.17,64670188,3.71E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample159,Ratio to 13C,2.17,35927704,1.79E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample160,Ratio to 13C,2.17,77117312,4.00E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample161,Ratio to 13C,2.17,71508936,4.33E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample162,Ratio to 13C,2.17,93643248,5.11E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample163,Ratio to 13C,2.17,67466200,4.14E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample164,Ratio to 13C,2.17,62570400,3.26E+02
PHOSPHORYLCHOLINE,C5H14NO4P,Sample165,Ratio to 13C,2.17,62629708,3.39E+02
